Gene	Flk_Sp1WT	HE1_Sp1WT	HE2_Sp1WT	HP_Sp1WT
Fbln2	1	0	1	1
Fbln7	1	1	1	1
Fbn1	1	1	1	1
Fbn2	1	1	1	1
Fbp1	1	0	0	0
Fbp2	0	0	0	0
Fbrs	0	0	0	0
Fbrsl1	1	1	1	1
Fbxl12	0	0	0	0
Fbxl14	0	0	0	0
Fbxl15	1	1	1	1
Fbxl16	1	1	1	1
Fbxl17	1	1	1	1
Fbxl18	1	1	1	1
Fbxl19	0	0	0	0
Fbxl2	1	1	1	1
Fbxl20	1	1	1	1
Fbxl22	0	0	0	0
Fbxl3	1	1	1	1
Fbxl4	0	1	0	0
Fbxl5	1	1	1	1
Fbxl6	0	1	0	1
Fbxl7	1	1	1	1
Fbxl8	0	0	0	0
Fbxo10	1	1	1	1
Fbxo11	1	1	1	1
Fbxo15	0	0	0	0
Fbxo16	1	1	1	1
Fbxo17	1	1	1	1
Fbxo18	0	0	0	0
Fbxo2	0	0	0	0
Fbxo21	1	1	1	1
Fbxo22	1	1	1	1
Fbxo24	0	0	0	0
Fbxo25	1	1	1	1
Fbxo27	1	1	1	1
Fbxo28	1	1	1	1
Fbxo3	1	1	1	1
Fbxo30	1	1	1	1
Fbxo31	1	1	1	1
Fbxo32	1	1	1	1
Fbxo33	1	1	1	1
Fbxo34	1	1	1	1
Fbxo36	0	0	1	0
Fbxo38	1	1	1	1
Fbxo4	1	1	1	1
Fbxo41	1	1	0	1
Fbxo42	1	1	1	1
Fbxo44	1	1	1	1
Fbxo45	1	1	1	1
Fbxo46	1	1	1	1
Fbxo47	1	1	1	1
Fbxo48	0	1	0	1
Fbxo5	1	1	1	1
Fbxo6	1	1	1	1
Fbxo7	1	1	1	1
Fbxo8	1	1	1	1
Fbxo9	1	1	1	1
Fbxw11	1	1	1	1
Fbxw17	1	1	1	1
Fbxw2	1	1	1	1
Fbxw4	1	1	1	1
Fbxw5	1	0	1	1
Fbxw7	1	1	1	1
Fbxw8	1	1	1	1
Fbxw9	1	1	1	1
Fcer1g	0	0	0	0
Fcer2a	1	0	0	1
Fcf1	0	0	0	0
Fcgr2b	0	0	0	0
Fcgr3	0	0	0	0
Fcgrt	0	0	0	0
Fcho1	1	1	1	1
Fcho2	1	1	1	1
Fchsd1	1	1	1	1
Fchsd2	1	1	1	1
Fcrls	0	0	0	0
Fdft1	0	0	0	0
Fdps	1	1	1	1
Fdx1	1	1	1	1
Fdx1l	1	1	1	1
Fdxacb1	1	1	1	1
Fdxr	1	1	1	1
Fech	1	1	1	1
Fem1a	1	1	1	1
Fem1b	1	1	1	1
Fem1c	1	1	1	1
Fen1	1	1	1	1
Fendrr	0	0	0	0
Fer	1	1	1	1
Fermt1	1	1	1	1
Fermt2	1	1	1	1
Fermt3	0	0	0	0
Fes	0	0	1	1
Fetub	0	0	0	0
Fev	1	0	1	1
Fez1	0	0	0	0
Fez2	1	1	1	1
Fgd1	1	1	1	1
Fgd2	1	0	0	1
Fgd3	0	0	1	1
Fgd4	1	1	1	1
Fgd5	1	1	1	1
Fgd6	1	0	1	1
Fgf1	1	0	0	0
Fgf10	1	1	1	1
Fgf11	1	1	1	1
Fgf13	1	1	1	1
Fgf15	1	1	0	0
Fgf17	0	0	0	0
Fgf18	1	1	1	1
Fgf2	1	0	0	0
Fgf3	1	0	1	1
Fgf4	1	0	0	1
Fgf5	1	1	1	1
Fgf8	0	1	0	1
Fgfbp1	0	0	0	0
Fgfr1	1	1	1	1
Fgfr1op	1	1	1	1
Fgfr1op2	0	0	0	0
Fgfr2	1	1	1	1
Fgfr3	1	1	1	1
Fgfrl1	1	1	1	1
Fggy	1	1	1	1
Fgl2	1	1	1	1
Fgr	1	0	1	0
Fh1	1	1	1	1
Fhit	1	1	1	1
Fhl1	1	1	1	1
Fhl2	1	1	1	1
Fhl3	1	1	1	1
Fhl4	0	0	1	0
Fhod1	1	1	1	1
Fhod3	1	1	1	1
Fibp	1	0	1	0
Ficd	1	1	1	1
Fig4	1	1	1	1
Fign	1	1	1	1
Fignl1	1	1	1	1
Fignl2	0	0	0	0
Filip1	1	1	1	1
Filip1l	1	1	1	1
Fip1l1	1	1	1	1
Firre	1	1	1	1
Fis1	1	1	1	1
Fitm2	0	0	0	0
Fiz1	1	1	1	1
Fjx1	1	1	1	1
Fkbp10	0	1	1	0
Fkbp11	1	1	1	1
Fkbp14	1	1	1	1
Fkbp15	0	0	0	0
Fkbp1a	1	1	1	1
Fkbp1b	1	1	1	1
Fkbp2	0	0	0	0
Fkbp3	1	1	1	1
Fkbp4	1	1	1	1
Fkbp5	1	1	1	1
Fkbp6	0	0	0	0
Fkbp7	1	1	1	1
Fkbp8	1	1	1	1
Fkbp9	1	1	1	1
Fkbpl	1	1	1	1
Fkrp	1	1	1	1
Fktn	1	1	1	1
Flad1	1	1	1	1
Flcn	1	1	1	1
Fli1	1	1	1	1
Flii	1	1	1	1
Flna	1	1	1	1
Flnb	1	1	1	1
Flnc	0	0	0	0
Flot1	1	1	1	1
Flot2	1	1	1	1
Flrt2	0	0	1	0
Flrt3	1	1	1	1
Flt1	1	1	1	1
Flt3l	1	1	1	1
Flt4	1	1	1	1
Flywch1	1	1	1	1
Flywch2	1	0	1	1
Fmc1	0	0	0	0
Fmn1	1	1	1	1
Fmn2	1	1	1	1
Fmnl1	0	1	1	1
Fmnl2	1	1	1	1
Fmnl3	1	1	1	1
Fmo1	0	1	1	1
Fmr1	1	1	1	1
Fmr1nb	0	0	0	0
Fn1	1	1	1	0
Fn3krp	1	1	1	1
Fnbp1	1	0	0	1
Fnbp1l	1	1	1	1
Fnbp4	1	1	1	1
Fndc1	0	0	0	0
Fndc10	1	0	0	1
Fndc3a	1	1	1	1
Fndc3b	1	1	1	1
Fndc3c1	1	1	1	1
Fndc4	0	0	0	0
Fndc5	1	0	0	0
Fndc9	0	0	0	0
Fnip1	1	1	1	1
Fnip2	0	0	0	0
Fnta	0	1	0	0
Fntb	1	1	1	1
Focad	1	1	1	1
Folr1	0	0	0	0
Folr2	0	0	0	0
Fopnl	0	0	0	0
Fos	1	1	1	1
Fosb	1	1	1	1
Fosl2	1	1	1	1
Foxa3	0	0	0	0
Foxc1	1	1	1	1
Foxc2	1	1	1	1
Foxd3	1	0	0	1
Foxf1	1	1	1	1
Foxh1	0	0	0	0
Foxi3	1	1	1	1
Foxj1	1	1	1	1
Foxj2	1	1	1	1
Foxj3	1	1	1	1
Foxk1	1	1	1	1
Foxk2	1	1	1	1
Foxm1	0	0	0	0
Foxn2	1	1	1	1
Foxn3	0	0	0	0
Foxn4	1	0	0	0
Foxo1	1	1	1	1
Foxo3	1	1	1	1
Foxo4	0	1	1	1
Foxp1	1	1	1	1
Foxp4	1	1	1	1
Foxr1	0	0	0	0
Foxr2	0	0	0	0
Foxred1	1	1	1	1
Foxred2	1	1	1	1
Fpgs	1	1	1	1
Fpgt	0	0	0	0
Fra10ac1	1	1	1	1
Fras1	1	1	1	1
Frat1	1	1	1	1
Frat2	1	1	1	1
Frem1	1	1	1	0
Frem2	1	1	1	1
Frg1	1	1	1	1
Frg2f1	0	0	0	0
Frk	0	0	0	0
Frmd3	1	1	1	1
Frmd4a	1	1	1	1
Frmd4b	1	1	1	1
Frmd5	1	1	1	1
Frmd6	1	1	1	1
Frmd8	1	1	1	1
Frmpd1	1	1	1	1
Frrs1	1	0	1	1
Frs2	1	1	1	1
Frs3	1	0	1	0
Frs3os	1	0	0	0
Fry	1	0	1	1
Fryl	1	1	1	1
Frzb	1	1	1	1
Fsbp	0	0	0	0
Fscn1	1	1	1	1
Fscn2	0	0	0	0
Fsd1	1	0	0	0
Fsd1l	1	1	1	1
Fst	1	1	1	1
Fstl1	1	1	1	1
Fstl3	0	0	0	0
Fstl4	1	1	1	0
Fth1	1	1	1	1
Fthl17c	0	0	0	0
Ftl1	1	1	1	1
Fto	1	1	1	1
Ftsj1	1	1	1	1
Ftsj3	0	0	0	1
Ftx	1	1	1	1
Fubp1	1	1	1	1
Fubp3	1	1	1	1
Fuca1	1	1	1	1
Fuca2	1	1	1	1
Fuk	1	1	1	1
Fundc1	1	1	1	1
Fundc2	1	1	1	1
Fuom	1	1	1	1
Furin	1	1	1	1
Fus	0	0	0	0
Fut10	1	1	1	1
Fut11	1	1	1	1
Fut2	0	0	0	0
Fut4	1	0	1	1
Fut8	1	1	1	1
Fut9	1	1	1	1
Fuz	1	1	1	1
Fv1	0	0	0	0
Fxn	1	1	1	1
Fxr1	1	1	1	1
Fxr2	1	1	1	1
Fxyd1	0	0	0	0
Fxyd2	0	0	0	0
Fxyd4	0	0	0	0
Fxyd5	0	1	1	1
Fxyd6	1	0	1	1
Fxyd7	0	1	0	1
Fyb	0	0	0	0
Fyco1	0	0	0	0
Fyn	1	1	1	1
Fyttd1	1	1	1	1
Fzd1	1	1	1	1
Fzd10	0	0	0	0
Fzd2	1	1	1	1
Fzd3	1	1	1	1
Fzd4	1	1	1	1
Fzd5	1	1	1	1
Fzd6	1	1	1	1
Fzd7	1	1	1	1
Fzd8	1	1	1	1
Fzd9	1	1	1	1
Fzr1	1	1	1	1
G0s2	1	0	1	1
G2e3	1	1	1	1
G3bp1	1	1	1	1
G3bp2	1	1	1	1
G530011O06Rik	1	1	1	1
G630025P09Rik	1	0	1	1
G6b	0	0	0	0
G6bos	1	0	0	0
G6pc3	1	1	0	0
G6pdx	1	1	1	1
Gaa	1	1	1	1
Gab1	1	1	1	1
Gab2	1	1	1	1
Gab3	1	1	1	0
Gabarap	1	1	1	1
Gabarapl1	0	1	0	0
Gabarapl2	1	1	1	1
Gabbr1	1	1	1	1
Gabpa	1	1	1	1
Gabpb1	1	1	1	1
Gabpb2	0	0	0	0
Gabrb3	1	1	1	1
Gabre	1	1	1	1
Gabrp	0	0	0	0
Gad1	0	0	0	0
Gad2	1	1	1	1
Gadd45a	1	0	0	0
Gadd45b	1	1	1	1
Gadd45g	1	1	1	1
Gadd45gip1	1	1	1	1
Gak	1	1	1	1
Gal3st3	0	0	0	0
Gal3st4	1	1	0	0
Galc	1	1	1	1
Gale	1	0	0	1
Galk1	1	1	1	1
Galk2	1	1	1	1
Galm	0	0	1	1
Galns	1	1	1	0
Galnt1	1	1	1	1
Galnt10	1	1	1	1
Galnt11	1	1	1	0
Galnt12	1	1	1	0
Galnt14	1	1	1	1
Galnt16	1	0	1	0
Galnt18	1	1	1	1
Galnt2	1	1	1	1
Galnt3	1	1	1	1
Galnt4	1	1	1	1
Galnt6	0	0	0	0
Galnt7	1	1	1	1
Galnt9	1	1	1	1
Galt	1	1	1	1
Gamt	1	1	1	1
Gan	1	1	1	1
Ganab	1	1	1	1
Ganc	0	0	0	0
Gap43	0	1	1	0
Gapdh	0	0	0	0
Gapdhs	0	0	0	0
Gapvd1	1	1	1	1
Gar1	1	1	1	1
Garem1	1	1	1	1
Garem2	0	0	0	0
Garnl3	0	0	0	0
Gars	1	1	1	1
Gart	0	0	0	0
Gas1	1	1	1	1
Gas2	0	1	1	1
Gas2l1	1	1	1	0
Gas2l3	1	1	1	1
Gas5	1	1	1	1
Gas6	1	1	1	1
Gas7	1	0	0	0
Gas8	1	1	1	1
Gata1	0	0	0	0
Gata2	0	0	0	0
Gata3	1	1	1	1
Gata4	1	1	1	1
Gata6	0	1	0	0
Gatad1	1	1	1	1
Gatad2a	1	1	1	1
Gatad2b	1	0	0	0
Gatb	1	1	1	1
Gatc	1	0	0	0
Gatm	1	1	1	1
Gatsl2	1	1	1	1
Gatsl3	1	1	1	1
Gba	1	0	1	1
Gba2	0	0	0	0
Gbas	1	1	1	1
Gbe1	1	1	1	1
Gbf1	1	1	1	1
Gbgt1	0	0	0	0
Gbp2	1	1	1	1
Gbp2b	0	0	0	0
Gbp3	1	1	1	1
Gbp4	0	0	0	0
Gbp7	1	1	1	1
Gbp9	1	0	1	0
Gbx2	1	1	1	1
Gca	1	1	1	1
Gcat	1	1	1	1
Gcc1	1	1	1	1
Gcc2	1	1	1	1
Gcdh	1	1	1	1
Gcfc2	1	1	1	1
Gcgr	1	0	0	1
Gch1	1	1	1	1
Gchfr	1	1	1	1
Gck	0	0	1	1
Gclc	1	1	1	1
Gclm	1	1	1	1
Gcn1l1	1	1	1	1
Gcnt1	1	1	1	1
Gcnt2	1	1	1	1
Gcnt7	0	0	0	0
Gcsh	1	1	1	1
Gdap10	0	0	0	0
Gdap2	1	1	1	1
Gde1	1	1	1	1
Gdf1	0	1	0	1
Gdf11	1	1	1	1
Gdf15	0	0	0	0
Gdf3	1	0	1	1
Gdf6	1	1	1	1
Gdf9	0	0	0	0
Gdi1	1	1	0	0
Gdi2	1	1	1	1
Gdpd1	1	1	1	1
Gdpd3	0	0	0	0
Gdpd5	1	1	1	1
Gdpgp1	0	0	0	0
Gem	1	1	1	1
Gemin2	1	1	1	1
Gemin4	1	1	0	1
Gemin5	1	1	1	1
Gemin6	1	1	1	1
Gemin7	1	1	1	1
Gemin8	1	1	1	1
Gen1	0	0	0	0
Get4	1	1	1	1
Gfer	0	1	0	0
Gfi1	1	1	1	1
Gfi1b	0	0	0	0
Gfm1	1	1	1	1
Gfm2	1	0	1	0
Gfod1	1	1	1	1
Gfod2	1	1	1	1
Gfpt1	1	1	1	1
Gfpt2	1	1	1	1
Gfra1	1	1	1	1
Gfra2	1	1	1	1
Gfra3	1	0	0	0
Gga1	1	1	1	1
Gga2	1	1	1	1
Gga3	1	1	0	0
Ggact	1	1	1	1
Ggct	0	0	0	0
Ggcx	1	1	1	1
Ggh	1	1	1	1
Ggn	1	1	1	1
Ggnbp1	1	0	0	1
Ggnbp2	1	1	1	1
Ggnbp2os	0	0	0	0
Ggps1	1	1	0	0
Ggt1	1	0	0	0
Ggt6	0	0	0	1
Ggt7	0	0	0	0
Ggta1	1	1	1	1
Ghdc	1	0	1	1
Ghitm	1	1	1	1
Ghr	1	1	1	1
Ghrl	0	0	0	0
Gid4	1	1	1	1
Gid8	1	0	0	0
Gigyf1	1	0	0	0
Gigyf2	1	1	1	1
Gimap1	0	1	1	0
Gimap4	0	0	0	0
Gimap5	0	0	0	0
Gimap6	0	0	0	0
Gimap8	0	0	0	0
Gimap9	0	0	0	0
Gin1	1	0	0	0
Ginm1	1	1	1	1
Gins1	1	1	1	1
Gins2	1	1	1	1
Gins3	1	1	1	1
Gins4	1	1	1	1
Gipc1	1	1	1	1
Gipc2	1	1	1	1
Gipr	1	0	0	0
Git1	0	0	0	0
Git2	1	1	1	1
Gja1	1	1	1	1
Gja4	1	1	1	1
Gja5	0	0	0	0
Gja6	0	0	0	0
Gjb1	0	0	0	0
Gjb2	1	0	1	1
Gjb3	0	0	0	0
Gjb4	0	0	0	0
Gjb5	1	0	0	0
Gjc1	1	1	0	1
Gk	1	1	1	1
Gk2	0	0	0	0
Gk5	1	1	1	1
Gkap1	1	1	1	1
Gla	0	0	1	1
Glb1	0	0	0	0
Glb1l	1	1	1	0
Glcci1	1	1	1	1
Glce	0	0	0	0
Gldc	1	1	1	1
Gle1	1	1	1	1
Glg1	1	1	1	1
Gli1	1	0	1	1
Gli2	1	1	1	1
Gli3	1	1	1	1
Glipr1	0	0	0	0
Glipr2	1	1	1	1
Glis1	1	1	1	1
Glis2	1	1	1	1
Glis3	1	1	1	1
Glmn	0	0	0	0
Glmp	1	0	1	1
Glo1	1	1	1	1
Glod4	0	0	1	0
Glod5	0	0	0	0
Glp1r	1	1	1	1
Glra4	0	0	0	0
Glrx	1	1	1	1
Glrx2	1	1	1	1
Glrx3	1	0	0	0
Glrx5	0	0	0	0
Gls	1	1	1	1
Gls2	1	1	1	1
Glt1d1	1	0	1	1
Glt28d2	1	1	1	1
Glt8d1	0	0	0	0
Glt8d2	1	0	0	1
Gltp	1	1	1	1
Gltscr1	0	0	0	0
Gltscr1l	0	0	0	0
Gltscr2	1	1	1	1
Glud1	1	1	1	1
Glul	1	1	1	1
Glyctk	1	0	0	0
Glyr1	0	0	0	0
Gm10012	0	0	0	0
Gm10033	1	1	1	1
Gm10037	0	0	0	0
Gm10046	0	0	0	0
Gm10052	0	0	0	0
Gm10069	0	0	0	0
Gm10324	0	0	0	0
Gm10336	0	0	0	0
Gm10364	0	0	0	0
Gm10371	0	0	0	0
Gm10389	0	0	0	0
Gm10390	0	0	0	0
Gm10406	1	1	1	1
Gm10409	1	1	1	1
Gm10416	0	0	0	0
Gm10432	0	0	0	0
Gm10451	0	0	0	0
Gm10509	0	0	0	0
Gm10532	0	0	0	0
Gm10548	0	0	0	0
Gm10560	0	0	0	0
Gm10638	0	1	0	0
Gm10653	0	0	0	0
Gm10658	0	0	0	0
Gm10778	1	1	1	1
Gm10785	0	0	0	0
Gm10789	1	1	1	1
Gm10791	0	0	0	0
Gm10863	1	0	0	0
Gm10865	0	0	0	0
Gm10941	0	0	0	0
Gm11110	0	0	0	0
Gm11201	0	0	0	1
Gm11423	0	0	0	0
Gm11517	0	0	0	0
Gm11532	1	1	1	1
Gm11627	1	0	0	0
Gm11715	0	0	0	0
Gm11837	1	0	1	1
Gm11944	0	0	0	0
Gm11992	1	1	1	1
Gm12060	0	0	0	0
Gm12070	0	0	0	0
Gm12191	0	0	0	0
Gm12238	0	0	0	0
Gm12260	0	0	0	0
Gm12338	0	0	0	0
Gm12359	0	0	0	1
Gm12504	0	0	0	0
Gm12522	1	1	1	1
Gm12657	0	0	0	0
Gm12669	0	1	1	1
Gm12794	0	0	0	0
Gm128	1	0	0	0
Gm12925	1	1	1	1
Gm12992	1	0	1	0
Gm13034	1	1	1	1
Gm13119	0	0	0	0
Gm13128	0	0	0	0
Gm13212	0	0	0	0
Gm13238	1	1	1	0
Gm13315	0	0	0	0
Gm13363	1	1	1	1
Gm13375	1	1	1	1
Gm13498	0	0	0	0
Gm13580	0	0	0	0
Gm13648	1	0	0	0
Gm13889	1	1	1	1
Gm14005	0	1	1	1
Gm14057	0	0	0	0
Gm14124	1	1	0	1
Gm14139	1	1	1	1
Gm14204	0	0	0	1
Gm14288	1	1	1	1
Gm14295	1	1	1	1
Gm14296	0	1	1	1
Gm14305	1	1	1	1
Gm14322	1	1	1	1
Gm14325	1	1	1	1
Gm14326	0	0	0	0
Gm14391	1	0	0	0
Gm14393	0	0	0	0
Gm14403	1	1	1	1
Gm14405	0	0	0	0
Gm14434	0	1	1	0
Gm14440	1	1	0	1
Gm14827	0	0	0	0
Gm15217	0	0	0	0
Gm15350	0	0	0	0
Gm15401	0	0	0	0
Gm15412	0	0	0	0
Gm15417	1	1	1	1
Gm15421	0	0	0	0
Gm15446	0	0	0	0
Gm15455	0	0	0	0
Gm15511	0	0	0	0
Gm15545	0	0	0	0
Gm15645	0	0	0	0
Gm15694	0	0	0	0
Gm15706	1	0	0	0
Gm15708	0	0	1	1
Gm15713	0	0	0	0
Gm15760	0	0	0	0
Gm15772	0	0	1	0
Gm15787	0	0	0	0
Gm15800	1	1	1	1
Gm15850	0	0	0	0
Gm15867	1	1	1	1
Gm15880	1	1	1	1
Gm15915	0	0	0	0
Gm16023	0	0	0	0
Gm16062	0	0	0	0
Gm16159	0	0	0	0
Gm16336	0	0	0	0
Gm16386	1	1	1	1
Gm16523	0	0	0	0
Gm16617	0	0	0	0
Gm16675	0	1	1	1
Gm1673	1	1	1	1
Gm16740	0	0	0	0
Gm16845	1	1	1	1
Gm16853	0	0	0	0
Gm16861	0	0	0	0
Gm16897	1	1	1	1
Gm16907	0	0	0	0
Gm16973	0	0	0	0
Gm16982	0	0	0	0
Gm16998	0	0	0	0
Gm17066	0	0	0	0
Gm17745	0	1	1	0
Gm17757	0	0	0	0
Gm17762	1	1	1	1
Gm1821	0	1	0	0
Gm19395	0	0	0	0
Gm1943	0	0	0	0
Gm19461	0	0	0	0
Gm19466	0	0	0	0
Gm19522	0	0	0	0
Gm19557	0	0	0	0
Gm19582	0	0	0	0
Gm1968	0	0	0	0
Gm19705	0	0	0	0
Gm19710	1	0	0	0
Gm1976	1	1	1	1
Gm2011	0	1	0	0
Gm2016	0	0	0	0
Gm20199	0	0	0	0
Gm20219	1	0	1	1
Gm2022	0	0	0	0
Gm20300	0	0	0	0
Gm20324	1	1	1	1
Gm20337	0	0	0	0
Gm20498	0	0	0	0
Gm20594	0	0	0	0
Gm20604	0	1	1	0
Gm20605	1	0	0	0
Gm20716	0	0	0	0
Gm20765	0	0	0	0
Gm20767	0	0	0	0
Gm20939	1	1	1	1
Gm21057	0	0	0	0
Gm21283	0	0	0	0
Gm21293	0	0	0	0
Gm21304	0	0	0	0
Gm21312	0	0	0	0
Gm21761	0	0	0	0
Gm21948	0	0	1	0
Gm21975	0	0	0	0
Gm21992	0	0	0	0
Gm2381	0	0	0	0
Gm24148	0	0	0	0
Gm2518	1	1	1	1
Gm25500	0	0	0	0
Gm266	1	1	1	1
Gm26839	1	1	1	1
Gm2694	1	1	1	1
Gm27021	0	0	0	0
Gm27740	0	0	0	0
Gm27775	0	0	0	0
Gm28042	0	1	0	0
Gm28043	0	0	0	0
Gm2897	1	1	1	1
Gm29682	0	0	0	0
Gm2a	1	1	1	1
Gm3002	0	0	0	0
Gm3020	0	1	1	1
Gm3055	1	1	0	1
Gm3086	0	0	0	0
Gm31763	0	1	1	1
Gm3219	0	0	0	0
Gm3264	0	0	0	0
Gm32856	1	1	1	1
Gm3317	0	0	0	0
Gm3336	0	0	0	0
Gm3383	0	0	0	0
Gm3414	0	0	0	0
Gm3417	0	0	0	0
Gm3435	0	0	0	0
Gm3448	0	0	0	0
Gm3488	0	0	0	0
Gm3500	1	1	1	1
Gm3558	1	1	1	1
Gm35612	0	0	0	0
Gm3604	1	1	1	1
Gm3636	1	1	1	1
Gm3696	1	1	1	1
Gm38426	0	0	0	0
Gm38431	0	0	1	0
Gm38437	0	0	0	0
Gm38509	0	0	0	0
Gm38670	0	1	0	0
Gm38671	0	0	0	0
Gm4027	0	0	0	0
Gm4070	1	1	1	1
Gm4262	1	1	1	1
Gm42788	0	0	0	0
Gm428	0	0	0	0
Gm4285	0	0	0	0
Gm4301	0	0	0	0
Gm4307	0	0	0	0
Gm4349	1	0	1	1
Gm4425	1	1	1	1
Gm4432	0	0	0	0
Gm44502	0	1	1	0
Gm44504	1	0	1	1
Gm44505	0	1	1	0
Gm44805	0	0	0	0
Gm4532	1	1	1	1
Gm4651	1	0	0	0
Gm4724	1	1	0	1
Gm4737	0	0	0	0
Gm4787	0	0	0	0
Gm4890	0	0	1	0
Gm4961	0	0	0	0
Gm4971	0	0	0	0
Gm4984	0	0	0	0
Gm5039	0	0	0	0
Gm5082	0	0	0	0
Gm5086	0	0	0	0
Gm5088	0	0	0	0
Gm5089	0	0	0	0
Gm5091	0	0	0	0
Gm5113	0	0	0	0
Gm5129	0	0	0	1
Gm5134	0	0	0	0
Gm5141	1	1	1	1
Gm5148	1	0	0	0
Gm5176	0	0	0	0
Gm527	1	1	1	1
Gm53	0	0	0	0
Gm5424	0	0	0	0
Gm5434	0	0	0	0
Gm5458	0	0	0	0
Gm5512	0	0	0	0
Gm5547	1	0	0	1
Gm5577	0	0	1	1
Gm5617	1	1	1	1
Gm5643	0	0	0	0
Gm5662	0	0	0	0
Gm5741	0	0	0	0
Gm5767	0	0	0	0
Gm5795	0	0	0	0
Gm5796	0	0	0	0
Gm5801	0	0	0	0
Gm5803	0	0	0	0
Gm6083	0	0	0	0
Gm6116	1	0	0	0
Gm614	0	0	0	0
Gm6225	0	0	0	0
Gm6297	0	1	1	1
Gm6402	0	0	0	0
Gm6498	0	0	0	0
Gm6525	1	0	0	0
Gm6548	0	0	0	0
Gm6566	0	0	0	0
Gm6568	0	0	0	0
Gm6583	0	0	0	1
Gm6607	0	0	0	0
Gm6623	0	0	0	0
Gm6634	0	1	1	1
Gm6642	0	0	0	0
Gm6644	1	0	1	1
Gm6654	0	0	0	0
Gm6710	0	1	1	1
Gm6712	0	0	0	0
Gm6763	0	0	0	0
Gm6787	1	1	1	1
Gm6792	0	0	0	0
Gm6793	1	1	1	1
Gm6961	0	0	0	0
Gm6981	1	0	0	1
Gm7325	0	0	0	0
Gm7334	1	1	1	1
Gm7694	0	0	0	0
Gm7904	0	0	0	0
Gm7977	0	0	0	0
Gm8013	0	1	1	1
Gm8298	0	0	0	0
Gm8300	0	0	0	0
Gm8615	0	0	0	0
Gm8624	0	0	0	0
Gm867	0	0	0	0
Gm8764	0	0	0	0
Gm8801	0	0	0	0
Gm8817	0	0	0	0
Gm8884	0	0	0	0
Gm8994	0	0	0	1
Gm9054	1	0	1	1
Gm9079	0	0	0	0
Gm9112	0	0	0	0
Gm973	1	1	1	0
Gm9776	1	1	1	1
Gm9833	0	0	0	0
Gm9855	0	1	1	1
Gm9895	1	1	1	1
Gm9958	0	0	0	0
Gmcl1	1	1	1	1
Gmds	1	1	1	1
Gmeb1	1	1	1	1
Gmeb2	1	1	1	1
Gmfb	1	1	1	1
Gmfg	0	0	0	0
Gmip	1	1	1	1
Gml	0	0	0	0
Gmnn	1	1	1	1
Gmppa	1	1	1	1
Gmppb	1	1	1	1
Gmpr	1	1	1	1
Gmpr2	0	0	0	0
Gmps	1	1	1	1
Gna11	0	0	0	0
Gna12	1	1	1	1
Gna13	1	1	1	1
Gna14	1	1	1	1
Gna15	1	1	1	1
Gnai1	1	1	1	1
Gnai2	0	0	0	0
Gnai3	1	1	1	1
Gnal	1	1	1	1
Gnao1	1	1	1	1
Gnaq	1	1	1	1
Gnas	1	1	1	1
Gnat2	0	0	0	0
Gnaz	1	1	1	1
Gnb1	1	1	1	1
Gnb1l	1	1	1	1
Gnb2	1	1	1	1
Gnb4	1	1	1	1
Gnb5	1	1	1	1
Gne	1	1	1	1
Gng10	1	1	1	1
Gng11	1	1	1	1
Gng12	1	1	1	1
Gng13	1	0	0	0
Gng2	1	1	1	0
Gng3	0	0	0	0
Gng5	1	1	1	1
Gng7	1	1	1	1
Gngt2	1	0	1	1
Gnl1	0	0	0	1
Gnl2	1	1	1	1
Gnl3	0	0	1	0
Gnl3l	1	1	1	1
Gnmt	0	0	0	0
Gnpat	1	1	1	1
Gnpda1	1	1	1	1
Gnpda2	1	1	1	1
Gnpnat1	1	1	1	1
Gnptab	1	1	1	1
Gnptg	1	1	1	0
Gnrh1	0	0	0	0
Gns	1	1	1	1
Golga1	1	1	1	1
Golga2	1	0	1	1
Golga3	1	1	1	1
Golga4	1	1	1	1
Golga5	1	1	1	1
Golga7	1	1	1	1
Golgb1	0	0	0	0
Golim4	1	1	1	1
Golm1	1	1	1	1
Golph3	1	1	1	1
Golph3l	1	1	1	1
Golt1b	1	1	1	1
Gon4l	1	1	1	1
Gon7	0	0	0	0
Gopc	1	1	1	1
Gorab	1	1	1	1
Gorasp1	1	0	1	1
Gorasp2	1	1	1	1
Gosr1	1	1	1	1
Gosr2	0	0	0	0
Got1	1	1	1	1
Got1l1	1	0	0	0
Got2	1	1	1	1
Gp1ba	1	1	1	1
Gp1bb	0	0	0	0
Gp5	0	0	0	0
Gp6	0	0	0	0
Gp9	0	0	0	0
Gpa33	0	0	0	0
Gpaa1	1	1	1	1
Gpalpp1	1	0	0	0
Gpam	1	1	0	1
Gpank1	1	1	1	0
Gpat2	0	0	0	0
Gpat3	0	0	0	0
Gpat4	1	1	1	1
Gpatch1	1	1	1	1
Gpatch11	0	1	1	1
Gpatch2	1	0	1	1
Gpatch2l	1	1	1	1
Gpatch3	1	1	1	1
Gpatch4	1	1	1	1
Gpatch8	1	1	1	1
Gpbar1	0	0	0	0
Gpbp1	1	1	1	1
Gpbp1l1	1	1	1	1
Gpc1	1	1	1	1
Gpc2	1	1	1	1
Gpc3	1	1	1	1
Gpc4	1	1	1	1
Gpc6	1	1	1	1
Gpcpd1	1	1	1	1
Gpd1l	1	1	1	1
Gpd2	1	1	1	1
Gper1	0	0	0	0
